,sentence,label
4808,Açıkçası biraz hayal kırıklığına uğradım. Kahveyi çok köpürtmüyor.,Olumlu
4809,Kesinlikle rezalet bir urun bosuna para kaybetmeyin. Mouse uzun pil omru olsun diye kullanmadiginiz her saniye mouse kendini kapatiyor ve yeniden calismasi icin cok ugrasiyorsunuz.,Olumsuz
4810,Ürünün lensi gerçekten çok kötü. Ve telefonu çizmeye çok müsait. İyi yorumlara aldanarak aldım pişmanım.,Olumsuz
4811,bu sektörde kral xiaomi gerisi yalan dolan,Olumsuz
4812,çekim  gücü  yüksek  pratik,Olumlu
4813,ürün güzel kullanışlı fakat alt plastik çatlak çıktı,Olumlu
4814,Yorumlarda herkes olumlu bahsetmiş bende alacağım,Olumlu
4815,Geri iade etmek isterdim,Olumsuz
4816,İs yerinde yaklaşık 6 aydir kullanıyoruz çok memnunuz.kalitesi tartışılmaz herkese tavsiye ederim.,Olumlu
4817,"ÜRÜNDEN 01/03/2020 MEDİA MARKTAN ALDIM. HAZİRAN/2020 ÜRÜNDE DONMA, EKRANDA KAPANIP AÇILMA, KUMANDADAN HİÇ BİR ŞEKİLDE İŞLEM YAPAMIYORUM.  UYDU ALICISINI KAPATIP FİŞİNİ ÇEKİYORUM. İKİ DAKİKA BEKLİYORUM. DAHA SONRA DÜZELİYOR. BİR YAKINIMDA ALMIŞ NEXT 2023 Ü AYNI ARIZA ONDADA VAR. BAKALIM NEXT MALININ ARKASINDA OLUP İADE ALACAK MI?",Olumsuz
4818,su sızdırıyor tavsiye etmem,Olumsuz
4819,"Olumlu yönleri: Henüz kullanmadım. Ama ablam da annem de bu ütüyü kullanıyor. Onların tavsiyesi üzerine aldım. Hatta ben aslında daha üst model bişey almaya kalkmıştım, onların ütüden memnuniyeti fikrimi değiştirdi. Anneme ve ablama göre gayet iyi, sorunsuz bir ütü yani. Zamanla göreceğim ben de.",Olumlu
4820,"Ürün çok kalitesiz ben bukadar kalitesiz oldugunu düşünmüyordum
bilseydim almazdım",Olumsuz
4821,tşk..............................,Olumlu
4822,Olumsuz yönleri: Ürün berbat bir kargolama yapılmış hiç bir koruma yapılmadan bir kutuya konulmuş kutu paramparça hasarlı bir halde ulaştı böyle bir şey nasıl yapılıyor bu kadar özensiz bir satıcı daha görmedim ayrıca ürün su akıtıyor asla tavsiye etmem,Olumsuz
4823,Online oyun oynayanlar için kesinlikle tavsiye etmiyorum  oyundayken klavye komutlara cevap vermiyor usb portundan sandım ama değil az önce vura vura parçaladım tavsiye etmem.Yazı işleriyle uğraşan alabilir pil tasarrufu iyi onun dışında birşeye yaramaz,Olumsuz
4824,İdare eder FaLa bişey yok,Olumlu
4825,dokunmatik ekran kötü,Olumsuz
4826,Rengi çok tatlı güzel kaliteli bir ürün çok beğendim,Olumlu
4827,"Çok güzel paketlenmiş. Sorunsuz teslim edildi. Ürünün genişliği çok
iyi,rengi çok güzel. Isıtması gayet hızlı ve ısısı çok yüksek. Tavsiye ederim.",Olumlu
4828,ürün güzel satıcı hızlı,Olumlu
4829,üründen memnun kalmadım. özellikle desen dikimlerinde çok başarısız. kumaşı büzüyor-topluyor. iade etmek istedim fakat satın aldığım firma olan istereyon firması iade almak istemedi. eğitim verelim dediler. verdikleri eğitimde ise desen dikerken kumaşın altına kağıt koymamı vs gibi çağ dışı şeyler söylediler. firma iade almaya yanaşmayınca ben de tüketici hakem heyetine başvurdum ve makineyi iade ettim.,Olumsuz
4830,Gayet kullanışlı ve güzel bir set,Olumlu
4831,"Almak isteyenler hiç düşünmeden alabilir 
Hız ayarı sayesinde istediğiniz ayarda süpürme fırsatı muhteşem??
Philips kalitesi diyorum ??",Olumlu
4832,Yağlanma yapıyor. Elinizden bile çıkması çok zor oluyor saçtan çıkması için uğraş gerekiyor. Bu para kesinlikle etmez.,Olumsuz
4833,Bende hakkımı helal etmiyorum bu kadar berbat Bi süpürge görmedim hiç çekmiyor param çöpe gitti,Olumsuz
4834,Fırın kusurlu geldi. Bir kaç yerinde defo var ve kendi tepsisi içine girmiyor.,Olumsuz
4835,Ürünü gitti gidiyordan aldım 1 kez bile kullanamadan çöpe attım çünkü ısınmıyor bile sakın almayın,Olumsuz
4836,Olumlu yönleri: Ürün gayet kaliteli,Olumlu
4837,Elektrik sarj kablosu konulmamis kabul edilebilir şey değil .,Olumsuz
4838,Fiyatı göz önünde bulundurulursa başarılı. Ancak aile için ideal olmayabilir,Olumlu
4839,karacanın ürünü bir harika gayet indirimli aldım çok çok begendim sizlerede teşekkür ediyorum bu kalitede bir ürünü hesaplı almamı sagladıgınız için trentyol,Olumlu
4840,ürün hakkında yorum yapmıştım fakat kapısında çok hafıf bı ezık vardı vestek servısı kurulumu yaparken hemen aradılar ve ıkı gun sonra yenı kapak geldı degıştıler ayrıca servısı ben aramadım kendılerı aradı ve kurulumunu yaptıllar güzel kullanışlı bı ürün dık olması bence daha ıyı çünkü ne almak istersen hepsının gözü ayrı daha kullanışlı tavsıye ederım,Olumlu
4841,"ldığım Next 64 wifi özellikli cihazımın arızalı olduğunu belirtmeme
istinaden.3 kere aynı cihazı tarafıma değiştirildi ve kontrol edildi
olarak geri gönderildi. aldığınız ürünlerin faturasını lütfen kontrol
edin. çünkü arızalı cihaz çıktığında sizden direk olarak faturasını
soruıyorlar ki fatura çıkmadığı için geçmiş olsun.",Olumsuz
4842,ürünü 2019 haziran 19 da aldım 2 ay geçmeden motor yandı serviste 3 hafta boyunca motor bekledi ben tavsiye etmiyorum yine de tercih sizin,Olumsuz
4843,iki yıldır kullanıyoruz hiç bir sorun yaşamadık hediye olarak alıyoruz tavsiye ederim. hepsi burada dan en kısa zamanda gelmesini bekliyoruz,Olumlu
4844,ùrùn güzeldi  emegi gecenlere teşekùrler 10,Olumsuz
4845,"evet gelir gelmez demedim.gomlek utilesim ve tek seferde uğraşmadan
rahat bir utu yaptım.",Olumlu
4846,kullanışlı memnunuz.,Olumlu
4847,Kargo 1 günde teslimı yaptı.. Ürünü denedik ve güzel,Olumlu
4848,Ürüün rengi göründüğü gibi değil. Daha açık geldi,Olumsuz
4849,Çekişi ve kullanımı çok iyi. Tek dezavantajI emiş ayarı yok ama çok sorun değil o da.,Olumlu
4850,"Samsung Galaxy Tab A6 tablet ekranında küçük çatlak oluştu. Bu çatlak dokunmatik ekranı etkilemediğinden 8 ay kadar sorunsuz şekilde   kullanılmaktaydı. Daha sonra ekran donmaları başladı ve sonucunda açılmıyordu açılsa da ekran donduğundan kullanılmamaya başlamıştı. Servise gönderdim ve garanti kapsamında arızalarını gidermelerini talep ettim. Bana ekran çatlağını gidermeden diğer garanti kapsamındaki arızları gideremeyeceklerini ilettiler. Ekran değişimi içinde fatura bedelinden fazla ücret istediler. Fatur bedeli 388,88 TL İstenen 390,TL sıfırını piyasadan 420-490 TL arasında temin edebiliyorsunuz. Müşteri hizmetlerini aradığımda servise samsungun talimatı olduğunu ekran değişimi yapılmadan diğer arızalarının giderilmeyeceğini söylediler. yedek parçaların neden tabletten pahalı olduğunu söylediğimde bana yedek parçaların Koreden geldiğini fiyatların normal olduğunu bildirdiler. Birebir aynı sorunu daha önce başka markada yaşadığım da beni ekran değişimine zorunlu tutmadan garanti kapsamında olan arızalarımı gidermişlerdi. Bu sorunla karşılaştıktan sonra diğer markaların ekran değişim bedellerini hem tablet hem telefonlarda araştırdığımda en pahalı yedek parçanın samsung ürünlerinde olduğunu öğrendim.   Samsung tabletlerde servis ve yedek parça sorunu yaşamak istemiyorsanız bu marka ürünleri kullanmayınız.",Olumsuz
4851,Gayet uygun aldım çok kullanışlı 👍🏿,Olumlu
4852,Güzel ve kaliteli bir ürün çok memnunum çok:)),Olumlu
4853,Dokunmatiği ve kamerası için tercih ettim ben dokunmatik telefon ilk defa kullanıyorum diğerlerini bilmiyorum ama yağ gibi akıyor resmen. selfi kamerası yerinde bir görüntü veriyor ve geniş.,Olumlu
4854,"Ürünü amazzondan aldım fakat stokta kalmadı diye anlaşmaları gereği dualpazar satıcısından göndermişler. Harddiski kutunun altına koyup, üzerine de bir yığın kağıt koymuşlar. Halbuki araya bi yere koysalardı sorun olmazdı bence. Kutunun alt kısmında kargocuların bütün fantezik hareketlerine karşı kendini koruyamayan harddisk malesef ki çalışmadı. Sisteme taktım, diski başlatma adımını dahi atlayamadım. Başka programla denedim, direk ""bad disk"" olarak görünüyor. Windows hata kodu veriyor. Araştırdım, donanm hatası olarak görünüyor. Hasıl-ı kelam ürünü çok araştırarak bunda karar kılmıştım. En büyük artısı benim için 256 MB ön belleğe saip olması. Muadillerinde 64MB'tan yukarısı yok. Harddisk belki on numara fakat ben deneyemeden direk geri göndermek zorunda kaldım. Alacak olanların bilgisine...",Olumsuz
4855,"fan kısmı olmadığı için güzel pişirmiyor! yemeklerin içi çiğ, dışı yanıyor.  kesinlikle tavsiye etmiyorum.  özellikler kısmında yeterli açıklama  olmadığı yanılıp aldım. bu çağda bu markadan böyle bir eksiklik beklemezdim.",Olumsuz
4856,"Fakir marka zaten elektrik supurgesinde gayet basarili.. urun cok guzel paketlenmis bir bicimde sapasaglam geldi tesekkur ederim. Sesi yuksek degil, cekim gucu yeterli. Ben gundelik kullanimlarda dokulen kirintilar hizli isimi halletmek icin aldim.. kategorisinde iyi bir urun. Tesekkur ederim.",Olumlu
4857,Kaliteli ve kullanisli.,Olumlu
4858,"kapağı tam kapanmıyor hafif açık kalıyor buna rağmen 1 yıl kullandım, şuan temassızlık sorunu yapıyor 2 dakika çalışıp kapanıyor unutsam yangın cıkacak ışık yok",Olumsuz
4859,"Çok beğendim çok pratik ve kullanışlı görünüyor. Henüz kullanmadım. Yer
kaplamıyor minnak ve yedek şişesi olması çok hoş tutma yerindeki silikon
kullanım açısından rahatlık sağlıyor",Olumlu
4860,Piyasada daha ahlaksız bir firma bulamazsınız.600 tl ye çamaşır makinası al bozulunca 420 tl kart parası istiyorlar.evinize somayın derim,Olumsuz
4861,Ürün iyi ama birde dikkatli taşısalar,Olumsuz
4862,"Anneme, anneler günü ve doğum günü hediyesi olarak aldım.Fotoğraftaki
ile birebir aynı ürün geldi. Fırın genel olarak iyi , henüz
kullanılmadı. Bursadan Konyaya kadar hasarsız,sapasağlam geldi. Kargo
şirketiyle ilgili sorun yaşanmadı.  Fiyat olarak memnun edici. Paketleme
konusunda geliştirme yapılabilir. E-fatura kesilmeden elle yazılan
irsaliyeli fatura ve garanti belgesi ile geldi. Mağazaya ve Sürat
kargoya teşekkür ederim.",Olumlu
4863,yeşil rengi çok hoş ve ürün kullanşlı,Olumlu
4864,Uzun zamandır araştırıyordum ve sonunda bu ürünü almaya karar verdim ve memnun kaldım şimdilik bir sıkıntı görünmüyor inşallah uzun yıllar kullanırız.,Olumlu
4865,gecen sene almistim severek kullaniyoruz hicbir sorun olmuyor sadece süzgeci yok onun icinde el suzgeci kullanabilirsiniz pratik ve kolay✌🏻🧜‍♀️,Olumlu
4866,64 GB değil 60 GB,Olumsuz
4867,Hayır beğenemedik çünkü arızalı ve açılmış ürünü göndeediler,Olumsuz
4868,HARİKA BİR MAKİNA YAPMIŞLAR ŞİMDİYE KADAR KULLANDIKLARIMIN EN İYİSİ.,Olumlu
4869,"İYİ ZAMANINDA GELDI SORUN YOK AMA ADRESI YAZMAMIŞLAR KARGOCU  TELEFONLA
ARADI ADRES VERDIM GENELE BAKARSAK İYİ",Olumlu
4870,çok güzel ve buyuk beğendim tam bir canavar,Olumlu
4871,beklemeniz lazım kahve başında makineyhe bırakmayın kahveyi yakabilir.,Olumlu
4872,"2 gün içinde teslimatı sağlam olarak  yapıldı ve  aynı gün hızlıca kurulum  gerçekleşti. Makine gayet temiz yıkıyor, aşırı ses çıkarmıyor. Parça kalitesi fiyatına kıyasla çok iyi. Kesinlikle tavsiye ederim.",Olumlu
4873,"Avantajlar : gayet
									,	
								
									iyi<br />teşekkürler",Olumlu
4874,"Rende yapmaktan nefret ederim, sıkıntısız 1 dakikada hazır",Olumlu
4875,Gayet memnunum hızlı kargo için teşekkürler,Olumlu
4876,Hızlı Kargo iyi paketlenmis. Reklamlardaki ve görseldeki gibi ürün. TEȘEKKÜRLER,Olumlu
4877,"Sadece meyve smoothie yapmak için kullandım. Dikkatli kullandım, hiç zorlamadım. Uzun süre çalıştırmadım. 
İlk 1 ay düzgün çalıştı sonra kabın altından su sızdırmaya başladı. Kullanamıyorum çünkü motorun üstüne sıvı akıyor. Bir daha Sinbo mutfak ürünü almayacağım. 
Saç kurutma ve tartısı var onlar uzun ömürlü ama mikser konusunda kötüler.",Olumsuz
4878,"İlk gelen ürün arızalı çıktı iade ettim aynı mağazadan 2. Siparişim 1
hafta da benim çabalarım üzere bana ulaştı Aras kargo pişmanlıktır.
Mağaza kargoyla ilgilenmedi ama ürünümü sorunsuz iade aldı 2 kargoyu da
hızlı çıkarttı.",Olumsuz
4879,faturası yok ürün çalışır durumda,Olumsuz
4880,Kivi marka çay makinası su akıtıyor muhatap bulamıyorum,Olumsuz
4881,Motoru çok iyi ve güçlü.Günlük temizlik için ideal.Boşuna şarjlı süpürge almayın.,Olumlu
4882,Ütü biraz ağır ancak performansı süper verdiğiniz paraya değiyor.,Olumlu
4883,berbat bir makine internete bağlanırken bir kasıyor. Sayfa açılana kadar akşam oluyor.,Olumsuz
4884,cok uzun sureler araştırdım ve fiyat performans ürünü oldugu icin almaya karar verdim,Olumlu
4885,Demirdöküm kombi beş para etmez hele hele servi hizmeti tam bir fiyasko almayı düşünen arkadaşlar bu durumu dikkate alsın iki yıl kullandım nitromix p24,Olumsuz
4886,Ürün hatalı geldi,Olumsuz
4887,"Ürün hem aydınlatma, hem kablosuz speaker özelliğine sahip. Aydınlatma tam karanlık ortamlar için en kısık opsiyonda dahi parlak kalıyor. Doygun ışıklı bir ortamda maximum parlaklık seviyesine alındığında içerisinde bulunan ampülün şekli ortaya çıkıp dikkat dağıtıcı bir görüntü oluşturuyor. Desibel olarak değerlendirildiğinde sessiz ortamlarda orta seviye bir sunuş söz konusu. Sesi sonuna kadar açtığınızda hala ses açma butonuna basmaya devam etmek istiyorsunuz. Ben sahsen pek tercih etmiyorum ancak baslar ile arası iyi olanlar için hayal kırıklığı olacaktır. Keza son ses klasik müzik dahi dinlerken sürekli sesi açma ihtiyacı hissettiğimi fark ederken buluyorum kendimi. Bu anlamda cihazın hem ses hem de aydınlatma hususunda beni tam anlamıyla tatmin etmediğini söylemeliyim. Alacak arkadaşların bu hususlarda hassasiyeti varsa öncesinde iyi araştırmalarını tavsiye ederim.",Olumsuz
4888,Hizli sarj ozelligi yok.,Olumsuz
4889,"Olumlu yönleri: Torbasız harika sessiz mikro alerjik bir süpürge bu kadar özelliği bir arada tutması ve bu özelliklerle harika temizlik yapması beni memnun etti emiş gücü harika sessiz ve iyi çalışyor 9 metre kablo uzunlıuğu var fiş çıkarmadan tek tek süpürülüyorum 2 günde kapıma teslim harika bir süpürge hızlı ve güvenilir adres güvenilir alışveriş, hızlı ve güven veren kargo sayesinde mutlu yüzler",Olumlu
4890,ölü pixel canavarı kutuyu açtım ve ölü pixel testi yaptım 5 adet çıktı şuan iade işlemi başlattım bakalım sonuç ne olacak,Olumsuz
4891,bayramdan sonra aldım 3 kez kullandım ve bozuldu arzum a hiç yakismadi bu ürün yazık param boşa gitti,Olumsuz
4892,Ürünü bildiğim için aldım bir sorun yok. Yalnız paketleme çok kötü kırık geldi,Olumsuz
4893,"ürün çalıştı montajını da yaptım ama problem şu kutudan çıkan kullanım
kılavuzu prizma davlumbaz için resimdede var bu üzücü bi durum ürünün
kendi kılavuzu nerde acaba olumsuz bir durum yoksa üründe birşey yok",Olumsuz
4894,evet ürün  geç ama sorunsuz kuruldu,Olumlu
4895,"Ürünü beğendim, beklediğimden daha iyiydi fakat biraz su damlatıyor.",Olumlu
4896,Wax filan değil bildiğin yağlı bi ürün ve mat değil bildiğin parlak! Yorumlara bakıp öyle aldım ve pişman oldum.,Olumsuz
4897,1 yıl oldu güzel uygun fiyat kaliteli ürün,Olumlu
4898,Fiyat performans bakımından çok iyi tavsiye ederim kurulum ücretsiz.. bekar evi için aldım uzun yıllar kullanırım diye düşünüyorum,Olumlu
4899,Ürüne bir yıldız verdim yorumumun okunacağını tahmin ederek. Ürün çok iyi alınmasını tavsiye ederim ama beyaz tavsiye etmem 1.5 yıl kadar süredir siyahını kullanıyorum. Plastik olunca üzeri yağ lekesi gibi oldu nokta nokta. neyle silsemde çıkmıyor. Tahminim beyaz olsa sararmıştı çoktan.,Olumsuz
4900,Garanti kapsamında değiştirilip tarafıma verilen uydu cihazı evde kullanmaya başladığımda ya hemen bozulmakta veya 1-2 gün içinde tekrar bozulmaktadır.Çanakkale next bayi evimin topraklama sisteminin yeterli olmadığını söyledi.Elektrikçiye yaptırdığım kontrol sonucu topraklamanın normal olduğunu görüldü.Bayi 2.seferde kullandığım Samsung televizyonun bu tür arızalara sebep olduğunu söyledi.Şu an elimde ne yapacağımı bilmediğim 2 adet Next 2000 HD fta var.Ne yapacağımı bilmiyorum.,Olumsuz
4901,"Oğluma aldım. Görüntüsü şık ve güzel. Hızlı çalışıyor, ekran görüntüsü gayet iyi. Şarjı da tüm gün dayanıyor. Oyun Oynarken ve video seyrederken üst segment telefonu gibi. Fiyat performans açısından çok iyi bir telefon.",Olumlu
4902,kullanilabilir guzel hos bi 2 1 set yani muzik gayet iyi bi sekilde dinlernir ama cok birsey beklemeyin...,Olumsuz
4903,"ürün aynı anlatıldığı gibi. tek eksiği içindeki su bitince otomatik
kapanmıyor. o da fazla sorun değil. beklentileri karşılıyor.",Olumlu
4904,1 yıldır kullanıyorum hiç sorun yaşamadım gayet iyi hızlı sorunsuz bir telefon,Olumlu
4905,Ürünü üç aydır söylendiği şekilde aksatmadan kullanıyorum verdiğiniz paraya yazık olur bitmek üzere hiç bir değişiklik yok artış var lekelerim ve sivilcelerimde üzgünüm gereksiz bir ürün.,Olumsuz
4906,3 yıl önce aldigim roventa supurgem sesizligi dışın da hiç-bir özelliği yok iki süpürmede hazne doluyor süpürme aparati bir yılda bozuldu şu anda her hafta filitre temizliyoruz halının  ustunden saç  toplamıyor. Bosuna reklam yapıp insanları  kandırmayın,Olumsuz
4907,Şık bir ürün. Fakat 15 m2 nin üzerindeki mekanları serinletmesi oldukça zor. Biz 25 m2 lik salona taktık yeterli derecede sogutmuyor. Ayrıca il taktığımızda yalpalama sorunu oluştu. Müşteri hizmetleri ile görüştük pervanelerin ana gövdeye bağlandığı metal aparatların eğik olduğu kanaatine vardık sağolsunlar hiç ikiletmeden ücretsiz kargo ile iki tane gönderdiler aparatları değiştirince sorun çözüldü. 15m2 ve altı mekanlara tavsiye edilir.,Olumsuz
4908,Alman markası dedik güvendik bir ay sonra sol kulak gitti. Mecbur iade yaptık ama tertemiz hayal kırıklığı:(,Olumsuz
4909,Ürün çok güzel ve Trendyol sayesinde çok uyguna alabildim.,Olumlu
4910,Kargo zamanında geldi. Ürün de gayet iyi,Olumlu
4911,gayet kaliteli bir ürün,Olumlu
4912,Çok karizma bir telefon,Olumlu
4913,Güzel küçük bir ürün,Olumlu
4914,çok beğendim tavsiye ederim,Olumlu
4915,"Keske iri rende aparati olsaydi, onun olmamasi bir eksiklik ne yazik ki. Rende yaparken de sık sık arada sebze parcalarinin kalmasi rendelemeyi zorlastirip yavaslatiyor. Ama yine de elnrendesindense, bunu mullanmayi tercih ederim...",Olumlu
4916,"Buradaki yorumlara istinaden karar verip, aldığım bir ürün. Gerçekten de çok memnun kaldım, şiddetle tavsiye ederim. Tek sorun her zaman ki gibi PTT KARGO!!!",Olumlu
4917,Kutu yırtık paketleme cok kotü,Olumsuz
4918,Benim için oldukça kullanışsızdı. Pratik gelmedi. İade ettik.,Olumsuz
4919,"cok iyibir urun firma cok ilgili bastan telefonla arayip
  ilgileniyorlar.",Olumlu
4920,Garantiyi uzatın 3. Yilda garantis bittikten 6 ay sonra motor yandı ve 1300 tlye değiştirdiler,Olumsuz
4921,"Elektrikli tekli ocak aldim, dengede durmuyor. 2 bacagi diger 2
bacagindan uzun!",Olumsuz
4922,"Hepsi burada tşk
2 tane birden aldım",Olumlu
4923,FATURAYI 10 GÜNDE DEFALARCA ARAYARAK ANCA ALABİLDİM,Olumsuz
4924,Olumsuz yönleri: 2400 wat diyor ama performans kırışık açma sifır Arzum ürünündenbeklentim bu değildi,Olumsuz
4925,Beklentimi fazlasıyla karşıladı. Hem fiyat hemde ürün performansı iyi,Olumlu
4926,Avantajlar : Süper<br />Hem sessiz hem çekişi çok güzel. Çok fazla zavazingo olmaması da iyi. Pratik bir süpürge. Tavsiye ederim.,Olumlu
4927,sesli olması  daha kullanışlı hale getiriyor,Olumlu
4928,hem ses kalitesi hem de ergonomisi sorunlu,Olumsuz
4929,Ürün arızalı çıktı,Olumsuz
4930,"kaliteli ve güzel ürün, tavsiye ederim.",Olumlu
4931,Olumsuz yönleri: TAM BIR UC KAGITCI TERBIYESIZ ESNAF GENE UCUZ ILAN ATMIS MILLETI KANDIRIYOR YOK ILAN BIZE AIT DEYIL FALAN FILAN NI SIZ UYANIKSIZIZ DEYILMIS BIZDE BEYIN YOK MILLETI KANDIRMAYIN ALLAH BIR GUN BI SOPASINI VURUR IS ISTEN GECMIS OLUR,Olumsuz
4932,Çok güzel çekiyor ama borusu kirılıyor  sağlam değil,Olumsuz
4933,Yakından uzaktan 100 TL edecek bir klavye değil...,Olumsuz
4934,"telefonu araştırmalar sonucunda aldım 
ne istediğini bilen bir kişi için yeterli 
kamerası gece çok iyi değil ama gündüz
harika birşey 
Telefon kibar zarif
Pişman etmez",Olumlu
4935,Bluetooth bağlantısı kopuyor,Olumsuz
4936,Avantajlar : boyutu ve kalitesi baya iyi<br />Dezavantajlar : alt su konulan demliğin kapağı olabilirdi<br />çay kapasitesi baya iyi kaçırmayın derim,Olumlu
4937,Güzel basit bir arayüzü var ama WiFi menzili çok düşük.,Olumsuz
4938,Çok kullanışsız,Olumsuz
4939,"Aldığımızdan 4 ay sonra ekranda sararma meydana geldi , Garantide Ekran değişti , Birdaha 3 ay sonra ekran sarardı. Anlaşılan bunlarda genetik. Sakın ama sakın bulaşmayın. Ekran sararma genetik bunlarda demekki Sakın ama Sakın Bulaşmayın xiaomi not 8 alın kat kat iyi",Olumsuz
4940,aldığım fırın paketleme hatasından dolayı.camı kırılmış.şimdi iade ile uğraşıcaz,Olumsuz
4941,Olumlu yönleri: Çok güzel  tşk  philips  temizligim içime  sindi,Olumlu
4942,İşe yaramaz paranızı boşa vermeyin.,Olumsuz
4943,İndirimdeyken aldım çok kaliteli bir ürün,Olumlu
4944,kullanmadım ama şık duruyor,Olumlu
4945,ORJİNAL VE SÜREKLİ KULLANDIĞIM BİR ÜRÜN KESİNLİKLE TAVSİYE EDERİM.,Olumlu
4946,"ürün çok güzel. eşim beğendi. bir tanede kayınvalideme aldık, yurtdışına gönderdik. bence deneyim, yabancı markalara güvenmek yerine yerli malını denemekten korkmayın. anneme aldığımız farklı modelin mandalını kırmıştı. Çok ucuza servisinden yedek parça temin ettik. Bu yöndende başarılı.",Olumlu
4947,Cok memnunum. cekisi azaldi diyenler olmus. ayda bir filtresini temizlemeniz lazim yeni gibi oluyor. az ses çıkması yormamasi mukemmel. alerjim var tozutmuyor tozu hapsediyor herkese tavsiye ederim.,Olumlu
4948,"Bu makinenin grisi bende var, bir parça bornozda bile güm güm diye ses çıkararak çalışıyor.Almanızı tavsiye etmem",Olumsuz
4949,"Paketleme ve Kargo çok iyi...ürün kullanışlı çocuklarım için mükemmel,vitamin depolu smoothieler yapıyoruz...teşekkürler Trendyol, teşekkürler Tefal...",Olumlu
4950,Ürünün çekiş gücü gerçekten muazzam. Koldan ayar yapmadan tam çekiş gücünde bayan arkadaşların halıda kullanma imkanı yok. Kullansa da yarın yataktan kalma imkanları olmaz :))Başlıklar çok yeterli. Ayrıca tutma kulbunun önündeki kolay fırça dediği mobilya üstler vs için gerçekten çok kullanışlı oluyor. Pek çok ürün araştırdım ve hepsini de farklı kişilerde deneme imkanım olmuştu. Halı da toz topla hiçbirinde A sınıfı değil. Ama bunda A sınıfı ve bunu fark edeceksiniz. Kısaca bu fiyata ve 2000 TL ye kadar alınabilecekler içinde en iyi fiyat performans ürünü kesinlikle bu. Gözünüz kapalı alabilirsiniz.amazzondan aşağı fiyatta şu anda piyasada mevcut değil ;),Olumlu
4951,çok güzel daha ne olsun,Olumlu
4952,"Tam göründüğü gibi geldi ve çok hızlı geldi, teşekkürler",Olumlu
4953,yes çok güzel 😎😎😎😎😎😎😎😎,Olumlu
4954,"merhaba

tam zamanında geldi",Olumlu
4955,iki haftadır sipariş verelim ama aldığım üründen haber yok bu kadarda olmaz,Olumsuz
4956,"6 günde anca teslim aldım saçma sapan bir adrese gönderilmiş il ilçe
doğru adres yanlış kargomu kendim gidip aldım",Olumsuz
4957,Aldığınıza hiç pişman olmayacaksınız.,Olumlu
4958,guzel paketlenmisti elime guzel ulasti kullanmadim daha ama calismasi icin denedim guzel yani fiyatina gore guzrl urun,Olumlu
4959,Hem çabuk geldi hem de şimdilik bir sorun yaşamadık.,Olumlu
4960,Bu telefonu alalı yaklaşık olarak altı ay oldu daha hiç sorun yaşamadım ekran donmosı vb. en güzel özelliği modemden internete bağlanabılmesi kısayollarla aradıdığın herşeye ulaşılabilme daha fazlası herzaman olduğu gibi nokia farkının en belirgin ortaya çıktığı ürünlerden birtanesi alıştınızmı başka telefon kullanamazsınız. bumun üzerinde bana göre sadece ifone var diğerleri tererruat telefon için ayırdığınız miktar bukadar ise hiç düşünmeden alabilirsiniz,Olumlu
4961,Alınır. Kalite ürün.,Olumlu
4962,Ürün hoşuma gitmedi iade ettim reddedildi,Olumsuz
4963,"Süpürgenin çekiş gücü çok yüksek bu nedenle halıya yapışıp kalıyor ve hareket ettirmek aşırı yorucu hale geliyor. Bel ve sırt ağrısına sebep oluyor. Bu süpürgeyle ev süpürmek eşimi bile yoruyor. Güç ayarı olan bir süpürge almak çok daha mantıklı. Ayrıca, alırken toz filtresini yılda bir kere değiştirmek yeterli demişlerdi ama filtre üç ayda doldu ve yenisi 50tl. Filtre konusunda kesinlikle bir tasarım hatası olduğunu düşünüyorum. Elektronik eşyaları çok dikkatli kullanırım filtrenin çabucak dolması kullanımla ilgili değil yani.",Olumsuz
4964,ESKİ TELEFONUM KIRLINCA YENİ ARAYIŞA GİRDİM iZMİR ŞUBESİNDE İNCELEYİNCE TELEFONA RESMEN KANIM KAYNADI HEMDE KALİTE PERFORMANS FARKI DA VAR OLUNCA DAYANAMAYIP ALDIM KREDİ KULLANDIRMANIZ ÇOK GÜZEL HERŞEY GÜZELDİ KAMERASI GENİŞ AÇIDA ÇOK FARKLI ÖZELLİKLE.,Olumlu
4965,Harika daha iyisi yok bence,Olumlu
4966,3 tane aynı üründen aldım 3 farklı ev hanımı kullandı cihazı.Çok kısabir süre içinde bazı parçaları kırıldı ve çalışma aksamı bozuldu. Kimseye tavsiye etmiyorum,Olumsuz
4967,"ilk kez buraya foto koymadan yorum yapiyorum, cunku malzeme annemlere
gitti, yarin gorucem. Fakat babamin anlattığı kadarıyla boyle bir
paketleme, kargolama yok:) Kısa sürede elimize ulaştı zaten. Çalıştırıp görücez.",Olumlu
4968,cok begendim rengi cok tatli cok maharetli bir ürün.,Olumlu
4969,"özellikle yan kanatları pembe olmasın dedim ısrarla kanatları pembe olan
geldi mağazayla iletişime geçmeme rağmen bu yapıldı hic memnun değilim
arkadaşlar bilginiz olsun..",Olumsuz
4970,Teslimati hizli. Yanliz üründen menun degilim. Bicaklari cok yukarida. O yüzden sivi katmadan hic bisey püre haline getiremiyor. Amacim sivisiz meyve püresi di yanliz olmuyor.,Olumsuz
